"brand","model","product_id","temperature_c","estimated_psi","point_status","reference_psi","reference_temperature_c","model_id","confidence","inside_published_operating_range"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","-5","98.81","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","true"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","-4","101.98","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","true"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","-3","105.23","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","true"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","-2","108.56","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","true"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","-1","111.96","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","true"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","0","115.44","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","true"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","1","119","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","true"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","2","122.64","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","true"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","3","126.36","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","true"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","4","130.16","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","true"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","5","134.05","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","true"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","6","138.02","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","true"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","7","142.07","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","true"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","8","146.22","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","true"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","9","150.44","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","true"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","10","154.76","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","true"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","11","159.17","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","true"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","12","163.66","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","true"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","13","168.25","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","true"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","14","172.93","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","true"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","15","177.7","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","true"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","16","182.57","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","true"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","17","187.53","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","true"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","18","192.59","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","true"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","19","197.75","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","true"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","20","203","manufacturer_or_distributor_anchor","203","20","anchor_scaled_propane_antoine_nist","high","true"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","21","208.35","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","false"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","22","213.81","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","false"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","23","219.36","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","false"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","24","225.01","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","false"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","25","230.77","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","false"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","26","236.63","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","false"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","27","242.6","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","false"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","28","248.67","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","false"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","29","254.85","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","false"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","30","261.14","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","false"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","31","267.54","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","false"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","32","274.04","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","false"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","33","280.66","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","false"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","34","287.38","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","false"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","35","294.22","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","false"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","36","301.17","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","false"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","37","308.24","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","false"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","38","315.42","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","false"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","39","322.71","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","false"
"Nimrod Tactical","Black Extreme Performance 203 PSI","nimrod-black-203","40","330.12","estimated_propane_ratio","203","20","anchor_scaled_propane_antoine_nist","high","false"
"Powair","Premium Quality 116 PSI","powair-116","-15","40.54","estimated_propane_ratio","116","20","anchor_scaled_propane_antoine_nist","high",""
"Powair","Premium Quality 116 PSI","powair-116","-14","41.96","estimated_propane_ratio","116","20","anchor_scaled_propane_antoine_nist","high",""
"Powair","Premium Quality 116 PSI","powair-116","-13","43.42","estimated_propane_ratio","116","20","anchor_scaled_propane_antoine_nist","high",""
"Powair","Premium Quality 116 PSI","powair-116","-12","44.91","estimated_propane_ratio","116","20","anchor_scaled_propane_antoine_nist","high",""
"Powair","Premium Quality 116 PSI","powair-116","-11","46.44","estimated_propane_ratio","116","20","anchor_scaled_propane_antoine_nist","high",""
"Powair","Premium Quality 116 PSI","powair-116","-10","48.01","estimated_propane_ratio","116","20","anchor_scaled_propane_antoine_nist","high",""
"Powair","Premium Quality 116 PSI","powair-116","-9","49.62","estimated_propane_ratio","116","20","anchor_scaled_propane_antoine_nist","high",""
"Powair","Premium Quality 116 PSI","powair-116","-8","51.27","estimated_propane_ratio","116","20","anchor_scaled_propane_antoine_nist","high",""
"Powair","Premium Quality 116 PSI","powair-116","-7","52.96","estimated_propane_ratio","116","20","anchor_scaled_propane_antoine_nist","high",""
"Powair","Premium Quality 116 PSI","powair-116","-6","54.69","estimated_propane_ratio","116","20","anchor_scaled_propane_antoine_nist","high",""
"Powair","Premium Quality 116 PSI","powair-116","-5","56.46","estimated_propane_ratio","116","20","anchor_scaled_propane_antoine_nist","high",""
